edicion lolla ,artista ,genero musical 01,genero musical 02,genero musical 03,integrantes,nacionalidad,headliner,escenario,veces en lollapalooza
2012,Illya Kuryaki and the Valderramas,Funk,Hip Hop,Rock,2,Argentina,No,Alternative Stage,1
2012,Morodo ,Reggae,Dancehall,Hip Hop ,1,Española,No,Alternative Stage,1
2012,Systema Solar ,Música Colombiana,Electrónica,Champeta,7,Colombiana,No,Alternative Stage,1
2012,Calvin Harris,Electro,Dance,Pop,1,Estadounidense,No,Perry's Stage,1
2012,BassNectar ,Electro,Dance,NA,1,Estadounidense,No,Perry's Stage,1
2012,Pretty Lights ,Electro,Dubstep,Nu-disco,1,Estadounidense,No,Perry's Stage,1
2012,Surtek Collective,Electro,Tecno,Dance,2,Alemana,No,Perry's Stage,1
2012,Above & Beyond,Trance,Electro House ,NA,3,Británica,No,Perry's Stage,1
2012,Skrillex ,Electrónica,Dubstep,Dance,1,Estadounidense,No,Perry's Stage,1
2012,Tinie Tempah,Rap,Hip Hop,Dubstep,1,Británica,No,Perry's Stage,1
2012,The Crystal Metod,Tecno,Electrónica,Dance,2,Estadounidense,No,Perry's Stage,1
2012,Alex Anwandter,Pop,Electropop,Rock alternativo,1,Chilena,No,Perry's Stage,1
2012,Silvestre,Cueca,Cumbia,Rock,6,Chilena,No,Huntcha Stage,1
2012,Föllakzoid ,Alternativa,Independiente,NA,3,Chilena,No,Huntcha Stage,1
2012,La Mala Senda,Rock,Punk Rock,NA,4,Chilena,No,Huntcha Stage,1
2012,Pulenta,Funk,R&B,Hip Hop,8,Chilena,No,Huntcha Stage,1
2012,Jiminelson,R&B,Soul,NA,1,Chilena,No,Huntcha Stage,1
2012,Fernando Milagros,Pop rock,Indie folk,Trova,1,Chilena,No,Huntcha Stage,1
2012,We Are the Grand ,Indie Rock,Rock alternativo,Pop rock,4,Chilena,No,Huntcha Stage,1
2012,Gush ,Indie Rock,Pop,NA,2,Estadounidense,No,Huntcha Stage,1
2012,Soul and Senses,Trance,NA,NA,2,Chilena,No,Huntcha Stage,1
2013,Pearl Jam,Grunge,Hard rock,Rock alternativo,5,Estadounidense,Sí,Claro Stage,1
2013,The Hives,Punk Rock,Garage rock,Garage punk,5,Sueca,No,Claro Stage,1
2013,Two Door Cinema Club,Indie rock,Indie pop,Dance-punk,6,Británica,No,Claro Stage,1
2013,Hot Chip,Indietronica,Dance alternativo,Synthpop,5,Británica,No,Claro Stage,1
2013,Gepe,Pop,Electropop,Rock alternativo,1,Chilena,No,Claro Stage,1
2013,Queens Of The Stone Age,Hard Rock,Rock alternativo,Stoner Rock,7,Estadounidense,Sí,Coca-Cola Stage,1
2013,Kaiser Chiefs,Rock,Indie rock,NA,5,Británica,No,Coca-Cola Stage,1
2013,Of Monsters and Men,Indie folk,Indie rock,Pop,5,Islandesa,No,Coca-Cola Stage,1
2013,Chancho En Piedra,Funk rock,Rock experimental,NA,4,Chilena,No,Coca-Cola Stage,1
2013,Banda Conmoción,Latino,Tropical,Cumbia,15,Chilena,No,Coca-Cola Stage,1
2013,Puscifer,Experimental,Ambiental,Trip Hop,3,Estadounidense,No,Playstation Stage,1
2013,Passion Pit,Alternativo,Independiente,NA,3,Estadounidense,No,Playstation Stage,1
2013,The Temper Trap,Indie Rock,Dance,Indie pop,4,Australiana,No,Playstation Stage,1
2013,Alabama Shakes,Rock alternativo,Soul,Blues rock,4,Estadounidense,No,Playstation Stage,1
2013,Dread Mar-I,Reggae,Ska,Pop,1,Argentina,No,Playstation Stage,1
2013,Carla Morrison,Indie Pop,Latino,Pop alternativo,1,Mexicana,No,Playstation Stage,1
2013,Kaskade,Dance,Electrónica,House,1,Estadounidense,No,LG Optimus Stage,1
2013,Major Lazer,Reggae,Dance,Electrónica,3,Estadounidense,No,LG Optimus Stage,1
2013,Zeds Dead,Dance,Electrónica,House,2,Estadounidense,No,LG Optimus Stage,1
2013,Crystal Castles,Witch house,Electropop,Synthpop,2,Canadiense,No,LG Optimus Stage,1
2013,Dj Marky,Dance,Electrónica,Drum Bass,1,Brasileña,No,LG Optimus Stage,1
2013,Mecánico,Synth pop,Pop alternativo,Indie pop,2,Chilena,No,LG Optimus Stage,1
2013,Zonora Point,Rap,Cumbia,Urbano,2,Chilena,No,Lotus Stage,1
2013,Intimate Stranger,Indie pop,Rock,NA,4,Chilena,No,Lotus Stage,1
2013,Keko Yoma,Rock,Ska,Latin,6,Chilena,No,Lotus Stage,1
2013,Pascuala Y Fauna,Pop,NA,NA,6,Chilena,No,Lotus Stage,1
2013,Tréboles,Power rock,Pop rock,Indie contemporáneo,5,Chilena,No,Lotus Stage,1
2013,The Black Keys ,Blues rock,Garage rock,Indie rock,2,Estadounidense,Sí,Claro Stage,1
2013,A perfect Circle,Rock alternativo,Metal alternativo,Post grunge,5,Estadounidense,No,Claro Stage,1
2013,Tomahawk,Rock experimental,Rock alternativo,Metal alternativo,4,Estadounidense,No,Claro Stage,1
2013,"Gary Clark, Jr.",Soul ,Blues,Pop rock,1,Estadounidense,No,Claro Stage,1
2013,Perrosky,Rock and roll,Folk,Blues,2,Chilena,No,Claro Stage,1
2013,deadmau5,House progresivo,Electrohouse,Electrónica,1,Canadiense,Sí,Coca-Cola Stage,1
2013,Franz Ferdinand,Indie rock,Post punk revival,Dance punk,4,Británica,No,Coca-Cola Stage,1
2013,Keane,Piano rock,Pop rock,Rock alternativo,4,Británica,No,Coca-Cola Stage,1
2013,Manuel García,Rock,Trova,Folk,1,Chilena,No,Coca-Cola Stage,1
2013,De Saloon,Rock alternativo,Pop rock,Indie rock,3,Chilena,No,Coca-Cola Stage,1
2013,Los Tres,Rock ,Folk rock,Jazz rock,3,Chilena,No,Playstation Stage,1
2013,Bad Brains,Hardcore punk,Metal alternativo,Punk rock,4,Estadounidense,No,Playstation Stage,1
2013,Foals,Indie rock,Dance-punk,Math rock,4,Británica,No,Playstation Stage,1
2013,Marcelo D2,Reggae,Samba,Hip hop,1,Brasileña,No,Playstation Stage,1
2013,Toro y Moi,Chillwave,Indietrónica,Synth pop,1,Estadounidense,No,Playstation Stage,1
2013,Russian Red,Alternativo,Indie pop,Indie folk,1,Española,No,Playstation Stage,1
2013,Steve Aoki,Electrónica,Electro house ,Big room,1,Estadounidense,No,LG Optimus Stage,1
2013,Nas,Hip hop ,East Coast Hip hop,Jazz rap,1,Estadounidense,No,LG Optimus Stage,1
2013,Porter Robinson,Electro house,Synth pop,Indie pop,1,Estadounidense,No,LG Optimus Stage,1
2013,RVSB,Electrónica,NA,NA,2,Chilena,No,LG Optimus Stage,1
2013,Poncho,Electrónica,Synth pop,Dance pop,3,Argentina,No,LG Optimus Stage,1
2013,Daniel Klauser,Electrónica,NA,NA,1,Chilena,No,LG Optimus Stage,1
2013,Kali Mutsa,Andino,Gitano,NA,2,Chilena,No,Lotus Stage,1
2013,Protistas,Noise pop,Indie rock,Indie pop,4,Chilena,No,Lotus Stage,1
2013,Resina Lala,Punk rock,Punk visual,NA,5,Colombiana,No,Lotus Stage,1
2013,Red Oblivion,Rock,Punk metal,NA,3,Estadounidense,No,Lotus Stage,1
2013,Agents,Hard rock,Rock alternativo,Punk rock,4,Chilena,No,Lotus Stage,1
2014,Movimiento Original,Hip hop,Rap reggae,NA,3,Chilena,No,Coca-Cola Stage,1
2014,Lucybell,Rock alternativo,Shoegaze,Dream pop,3,Chilena,No,Coca-Cola Stage,1
2014,Cage the Elephant,Indie Rock,Blues Rock,Rock Alternativo,6,Estadounidense,No,Coca-Cola Stage,2
2014,Ellie Goulding + P!nk,Indie pop,Pop,Dance,2,Británica,No,Coca-Cola Stage,1
2014,Nine Inch Nails,Rock industrial,Rock alternativo,Rock electrónico,2,Estadounidense,Sí,Coca-Cola Stage,1
2014,Joe Vasconcellos,Pop-rock,Blues,Cumbia,1,Chilena,No,Claro Stage,1
2014,Café Tacuba,Art pop,Art rock,Folk,4,Mexicana,No,Claro Stage,1
2014,Imagine Dragons,Pop rock,Electro rock,Rock alternativo,4,Estadounidense,No,Claro Stage,1
2014,Phoenix,Indie rock,Indie pop,Synth pop,4,Francesa,No,Claro Stage,1
2014,Red Hot Chili Peppers,Rock alternativo,Pop rock,Funk rock,4,Estadounidense,Sí,Claro Stage,1
2014,Fat Pablo,Jungle,Drum bass,Dance,1,Chilena,No,LG G2 Stage,1
2014,Lance Herbstrong,Reggae,Dancehall,NA,3,Estadounidense,No,LG G2 Stage,1
2014,Flume,Electrónica,Downtempo,Experimental,1,Australiana,No,LG G2 Stage,1
2014,Baauer,Trap,Dance,Electrónica,1,Estadounidense,No,LG G2 Stage,1
2014,Wolfgang Gartner,Dance,Electrónica,NA,1,Estadounidense,No,LG G2 Stage,1
2014,The Bloody Beetroots,Electrohouse,Dance,Dubstep,2,Italiana,No,LG G2 Stage,1
2014,Zedd,Electrónica,Dance pop,House,1,Rusa,No,LG G2 Stage,1
2014,Prefiero Fernández,Pop,Rock,NA,3,Chilena,No,Paris Stage,1
2014,Hordatoj,Hip hop,Rap,Bolero,1,Chilena,No,Paris Stage,1
2014,Dr. Vena,Hard rock,NA,NA,4,Chilena,No,Paris Stage,1
2014,Nacao Zumbi,Manguebeat,Funk,Rock,7,Brasileña,No,Paris Stage,1
2014,Upa!,New wave,Jazz Rock,Rock,4,Chilena,No,Paris Stage,1
2014,Onda Vaga,Reggae,Folk,Rock,5,Argentina,No,Paris Stage,1
2014,Santobando,Rock,Reggae,Dub,7,Chilena,No,Playstation Stage,1
2014,Nano Stern,Rock,Folk,Trova,1,Chilena,No,Playstation Stage,1
2014,Capital Cities,Synth pop,Indie pop,Indie rock,2,Estadounidense,No,Playstation Stage,1
2014,Jake Bugg,Indie rock,Indie folk,Country rock,1,Británica,No,Playstation Stage,1
2014,AFI,Rock alternativo,Post hardcore,Pop punk ,5,Estadounidense,No,Playstation Stage,1
2014,Francisca Valenzuela,Pop rock,Pop latino,Folk,1,Chilena,No,Playstation Stage,2
2014,The Wailers,Ska,Reggae,Rocksteady,8,Jamaicana,No,Playstation Stage,1
2014,We Are the Grand,Indie Rock,Rock alternativo,Pop rock,4,Chilena,No,Coca-Cola Stage,2
2014,Anita Tijoux,Rap ,Hip Hop,Jazz Rap,1,Chilena,No,Coca-Cola Stage,2
2014,Johnny Marr,Rock alternativo,Jangle pop,Indie rock,1,Británica,No,Coca-Cola Stage,1
2014,Vampire Weekend ,Indie pop,Indie rock,Afrobeat,4,Estadounidense,No,Coca-Cola Stage,1
2014,Arcade Fire,Indie rock,Art rock,Chamber pop,5,Canadiense,Sí,Coca-Cola Stage,1
2014,Hoppo!,Folk,Rock,Alternativo,5,Mexicana,No,Claro Stage,2
2014,Portugal The Man,Indie rock,Pop psicodélico,Rock progresivo,6,Estadounidense,No,Claro Stage,1
2014,Julian Casablancas,Rock alternativo,Indie rock,Indie pop,1,Estadounidense,No,Claro Stage,1
2014,Pixies,Rock alternativo,Indie pop,Indie rock,4,Estadounidense,No,Claro Stage,1
2014,Soundgarden,Grunge,Rock alternativo,Hard rock,4,Estadounidense,Sí,Claro Stage,1
2014,Alejandro Vivanco,Electrónica,NA,NA,1,Chilena,No,LG G2 Stage,1
2014,Sanfuentes,Electrónica,Hip Hop,Pop,1,Chilena,No,LG G2 Stage,1
2014,Perryetty vs Joachim Garraud,Rock ,Electrónica,NA,3,Estadounidense,No,LG G2 Stage,1
2014,Flux Pavilion,Dubstep,Dance ,Electrónica,1,Británica,No,LG G2 Stage,1
2014,Krewella,Dance,Electrónica,House,2,Estadounidense,No,LG G2 Stage,1
2014,Kid Cudi,Rap,Hip Hop,NA,1,Estadounidense,No,LG G2 Stage,1
2014,Axwell,Dance,Electrónica,NA,1,Sueca,No,LG G2 Stage,1
2014,Rama,Rock alternativo,NA,NA,4,Chilena,No,Paris Stage,1
2014,Mistah Dijah,Reggae,Dancehall,NA,1,Chilena,No,Paris Stage,1
2014,Bolerito,Rock,Electrónica,NA,2,Chilena,No,Paris Stage,1
2014,Niño Cohete,Folk pop,Indie,Alternativo,4,Chilena,No,Paris Stage,1
2014,Nicole,Pop,Pop rock,NA,1,Chilena,No,Paris Stage,1
2014,Red Oblivion,Rock,Punk metal,NA,3,Estadounidense,No,Playstation Stage,2
2014,Natalia Lafourcade,Pop,Latino,Rock,1,Mexicana,No,Playstation Stage,1
2014,Inti Illimani,Latino,Folclore,Tropical,8,Chilena,No,Playstation Stage,1
2014,Savages,Rock,Alternativo,NA,4,Británica,No,Playstation Stage,1
2014,Lorde,Art pop,Synth pop,Dream pop,1,Neozelandesa,No,Playstation Stage,1
2014,Jovanotti,Rap ,Hip Hop,NA,1,Italiana,No,Playstation Stage,1
2014,New Order,Rock,Electrónica,NA,5,Británica,No,Playstation Stage,1
2015,Fernando Milagros,Pop rock,Indie folk,Trova,1,Chilena,No,VTR Stage,2
2015,Donavon Frankenreiter,Rock,NA,NA,1,Estadounidense,No,VTR Stage,1
2015,The Kooks ,Alternativo,Independiente,Rock,4,Británica,No,VTR Stage,1
2015,The Smashing Pumpkins,Grunge,Rock alternativo,NA,4,Estadounidense,Sí,VTR Stage,1
2015,Jack White,Rock,Indie pop,NA,1,Estadounidense,Sí,VTR Stage,1
2015,López,Pop rock,Pop,NA,4,Chilena,No,Coca-Cola,1
2015,Congreso,Fusión latinoamericana,NA,NA,7,Chilena,No,Coca-Cola,1
2015,Molotov,Rock,Rap,Metal,4,Mexicana,No,Coca-Cola,1
2015,Foster the People,Indie Rock,Indie Pop,Alternativo,3,Estadounidense,Sí,Coca-Cola,2
2015,Skrillex,Electrónica,Dubstep,Dance,1,Estadounidense,Sí,Coca-Cola,2
2015,DJ Caso,Electrónica,Dance,Techno,1,Chilena,No,D-Box VTR,1
2015,MKRNI,Pop,Electropop,Dance,3,Chilena,No,D-Box VTR,1
2015,Matanza,Electrónica,Folclore,Dub,3,Chilena,No,D-Box VTR,2
2015,Kill The Noise,Drum Bass,Dubstep,NA,1,Estadounidense,No,D-Box VTR,1
2015,Carnage,Death metal,NA,NA,5,Estadounidense,No,D-Box VTR,1
2015,Dillon Francis,Moombahton,Electro house,Dubstep,1,Estadounidense,No,D-Box VTR,1
2015,Ritmo Machine ,Funk,Electrónica,Percusión,2,Estadounidense,No,D-Box VTR,1
2015,Nicky Romero,House,Dance,Electrónica,1,Países Bajos,No,D-Box VTR,1
2015,Marineros ,Alternativo,Independiente,NA,2,Chilena,No,Lotus ,1
2015,Oh Margot!,Pop rock,NA,NA,4,Chilena,No,Lotus,1
2015,Manu Da Banda,Acústico,NA,NA,7,Chilena,No,Lotus,1
2015,Hielo Negro,Stoner rock,Metal,NA,3,Chilena,No,Lotus,1
2015,Esteman,Pop rock,Indie pop,Jazz,1,Colombiana,No,Lotus,1
2015,Chinoy,Folk punk,Trova,NA,1,Chilena,No,Lotus,1
2015,Javiera y Los Imposibles,Pop rock,Tropipop,NA,4,Chilena,No,Lotus,1
2015,Abya Yala,Latino,Rock,Reggae,13,Chilena,No,Acer,1
2015,Maxi Trusso,Pop,Electrónica,NA,1,Argentina,No,Acer,1
2015,Zaturno,Rap ,Hip hop,NA,1,Chilena,No,Acer,1
2015,Camila Moreno,Folk Rock,Rock,Indie,1,Chilena,No,Acer,2
2015,Chancho en Piedra & Los Tetas,Funk rock,NA,NA,9,Chilena,No,Acer,2
2015,St. Vincent,Art rock,Indie pop,Indie rock,1,Estadounidense,No,Acer,1
2015,Anita Tijoux,Rap ,Hip Hop,Jazz Rap,1,Chilena,No,Acer,
2015,Quique Neira,Reggae,Ska,Roots reggae,1,Chilena,No,VTR Stage,2
2015,Astro,Indie Pop,NA ,NA,4,Chilena,No,VTR Stage,1
2015,The Specials,Ska revival,NA,NA,3,Británica,No,VTR Stage,1
2015,Bastille,Indie pop,NA,NA,4,Británica,No,VTR Stage,1
2015,Robert Plant,Rock,NA,NA,1,Británica,Sí,VTR Stage,1
2015,Kings of Leon,Rock,Pop,NA,4,Estadounidense,Sí,VTR Stage,1
2015,Pedro Piedra,Rock,Hip Hop,Indie,1,Chilena,No,Coca-Cola,2
2015,Lumumba,Reggae,NA,NA,3,Argentina,No,Coca-Cola,1
2015,Alt-J,Indie rock,NA,NA,3,Británica,No,Coca-Cola,1
2015,Kasabian,Rock alternativo,NA,NA,3,Británica,No,Coca-Cola,1
2015,Calvin Harris,Electro,Dance,Pop,1,Británica,Sí,Coca-Cola,2
2015,AFRIK,Nativo,Electrónica,NA,6,Chilena,No,D-Box VTR,1
2015,ATOM ,Electrónica,NA,NA,4,Estadounidense,No,D-Box VTR,1
2015,Rudimental,Electrónica,Drum Bass,NA,3,Británica,No,D-Box VTR,1
2015,RVSB,Electrónica,NA,NA,2,Chilena,No,D-Box VTR,2
2015,DJ Snake,Electrónica,Trap,Dubstep,1,Francesa,No,D-Box VTR,1
2015,Cypress Hill,Rap ,Hip Hop,Rap Rock,4,Estadounidense,No,D-Box VTR,2
2015,Major Lazer,Reggae,Dance,Electrónica,3,Estadounidense,No,D-Box VTR,2
2015,Fármacos,Rock,Pop,NA,5,Chilena,No,Lotus,1
2015,Dead Christine,Indie,NA,NA,2,Chilena,No,Lotus,1
2015,Lilits,Rock ,Punk,NA,4,Chilena,No,Lotus,1
2015,María Magdalena,Pop,Electrónica,NA,1,Chilena,No,Lotus,1
2015,Miss Garrison,Indie,NA,NA,3,Chilena,No,Lotus,1
2015,Yajaira,Rock psicodélico,Rock clásico,NA,4,Chilena,No,Lotus,1
2015,Tinariwen,Folk,Rock,Blues,7,Mali,No,Lotus,1
2015,Coffeehouse,Rock,Pop,NA,4,Chilena,No,Acer,1
2015,Portavoz,Rap ,Hip Hop,NA,1,Chilena ,No,Acer,1
2015,Mass Mental,Rock,Metal,NA,5,Estadounidense,No,Acer,1
2015,The Last Internationale,Rock,NA,NA,2,Estadounidense,No,Acer,1
2015,Chet Faker,Alternativa,Independiente,NA,1,Australiana,No,Acer,1
2015,Damian Marley,Roots Reggae,Dancehall,NA,1,Jamaicana,No,Acer,1
2015,SBTRKT,Dance,Electrónica,NA,1,Británica,No,Acer,1
2015,Interpol,Indie rock,Rock alternativo,Post-punk revival,3,Estadounidense,No,Acer,1
2016,Eminem,Hip Hop,Rap,NA,1,Estadounidense,Sí,VTR Stage,1
2016,Tame Impala,Rock psicodélico,Pop psicodélico,Synth pop,5,Australiana,No,VTR Stage,1
2016,Jungle,Soul,Nu-disco,Neo soul,7,Británica,No,VTR Stage,1
2016,Movimiento Original,Hip hop,Rap reggae,NA,3,Chilena,No,VTR Stage,2
2016,Florence and the Machine,Rock alternativo,Pop barroco,Soul,5,Británica,Sí,VTR Stage,1
2016,Noel Gallagher's High Flying Birds,Rock alternativo,Indie rock,Pop Barroco,5,Británica,No,VTR Stage,1
2016,Eagles of Death Metal,Rock alternativo,Garage rock,Hard rock,4,Estadounidense,No,VTR Stage,1
2016,Alabama Shakes,Southern rock,Soul,Blues rock,4,Estadounidense,No,VTR Stage,2
2016,Twenty One Pilots,Electropop,Rap rock,Indie pop,2,Estadounidense,No,VTR Stage,1
2016,Vintage Trouble,Blues rock,R&B,Soul,4,Estadounidense,No,VTR Stage,1
2016,JACK Ü,Electrónica,Dubstep,Dancehall,2,Estadounidense,SÍ,Itaú Stage,1
2016,Of Monsters and Men ,Folk pop,Indie folk,Folk rock,5,Islandesa,No,Itaú Stage,2
2016,Albert Hammond Jr.,Indie Rock,Garage rock,Post-punk revival,1,Estadounidense,No,Itaú Stage,1
2016,Javiera Mena,Electropop,Indie pop,Pop,1,Chilena,No,Itaú Stage,2
2016,Ases Falsos,Rock alternativo,NA,NA,5,Chilena,No,Itaú Stage,1
2016,Mumford & Sons,Folk rock,Rock,Indie folk,4,Británica,Sí,Itaú Stage,1
2016,Bad Religion,Punk rock,Hardcore punk,Skate punk,5,Estadounidense,No,Itaú Stage,1
2016,Babasónicos,Rock alternativo,Art pop,Rock electrónico,5,Argentina,No,Itaú Stage,1
2016,Brandon Flowers,Rock alternativo,Indie rock,NA,1,Estadounidense,No,Itaú Stage,1
2016,Tinariwen,Folk,Rock,Blues,7,Argelina-Maliense,No,Itaú Stage,1
2016,Gepe,Pop,Electropop,Rock alternativo,1,Chilena,No,ACER-WINDOWS 10 Stage,2
2016,Halsey,Pop,Indie pop,R&B,1,Estadounidense,No,ACER-WINDOWS 10 Stage,1
2016,Walk the Moon,Indie Rock,New wave,Indie pop,4,Estadounidense,No,ACER-WINDOWS 10 Stage,1
2016,Candlebox,Rock alternativo,Post-grunge,NA,5,Estadounidense,No,ACER-WINDOWS 10 Stage,1
2016,The Joy Formidable,Indie Rock,Post-punk,Dream pop,3,Británica,No,ACER-WINDOWS 10 Stage,1
2016,Jiminelson,Blues rock,Soul,Punk,5,Chilena,No,ACER-WINDOWS 10 Stage,1
2016,Die Antwoord,Hip hop alternativo,Rave,Electrónica,2,Sudafricana,No,ACER-WINDOWS 10 Stage,1
2016,Ghost,Heavy metal,Doom metal,Shock Rock,9,Sueca,No,ACER-WINDOWS 10 Stage,1
2016,Marina and The Diamonds,Pop ,Indie pop,Electropop,1,Británica,No,ACER-WINDOWS 10 Stage,1
2016,Odesza,Indietrónica,Electropop,Chillwave,2,Estadounidense,No,ACER-WINDOWS 10 Stage,1
2016,Seeed,Reggae,Dancehall,NA,11,Alemana,No,ACER-WINDOWS 10 Stage,1
2016,Tiano Bless,Reggae,Jazz,Champeta,1,Chilena-Brasileña,No,ACER-WINDOWS 10 Stage,1
2016,Zedd,Electrónica,Dance pop,House,1,Rusa,No,d-BOX Stage,2
2016,Todos Tus Muertos,Punk rock,Reggae,Rap rock,5,Argentina,No,d-BOX Stage,2
2016,Duke Dumont,House,UK garage,Deep house,1,Británica,No,d-BOX Stage,1
2016,Flosstradamus,Trap ,Hip hop,NA,1,Estadounidense,No,d-BOX Stage,1
2016,Bitman & Roban,Hip hop,Funk,R&B,1,Chilena,No,d-BOX Stage,1
2016,Jack Novak,House ,Electrónica,NA,1,Estadounidense,No,d-BOX Stage,1
2016,DJ Who,Electrónica,Pop,NA,1,Chilena,No,d-BOX Stage,1
2016,Kaskade,House,Electro house,Future bass,1,Estadounidense,No,d-BOX Stage,2
2016,Zeds Dead,Electrónica,Deep house,Dubstep,2,Canadiense,No,d-BOX Stage,2
2016,RL Grime,Trap ,Future bass,Electro house,1,Estadounidense,No,d-BOX Stage,1
2016,A-Trak,Electro house,Hip hop,NA,1,Canadiense,No,d-BOX Stage,1
2016,Gramatik,Hip hop,NA,NA,3,Eslovena,No,d-BOX Stage,1
2016,Matthew Koma,Pop,Punk,Electrónica,1,Estadounidense,No,d-BOX Stage,1
2016,Tunacola,Hip hop,Pop,Electro pop,5,Chilena,No,d-BOX Stage,1
2016,Föllakzoid ,Alternativa,Independiente,NA,7,Chilena,No,Lotus Stage,2
2016,Kuervos del Sur,Rock progresivo,Folk rock,Post grunge,6,Chilena,No,Lotus Stage,1
2016,Magaly Fields,Psicodelia,Punk,Rock,2,Chilena,No,Lotus Stage,1
2016,Telebit,Rock alternativo,Indie rock,Rock electrónico,3,Colombiana,No,Lotus Stage,1
2016,The Suicide Bitches,Punk rock,Garage rock,NA,4,Chilena,No,Lotus Stage,1
2016,Julius Popper,Blues rock,Rock ,Rockabilly,6,Chilena,No,Lotus Stage,1
2016,Aguaturbia,Rock psicodélico,NA,NA,2,Chilena,No,Lotus Stage,1
2016,Oddó,Folclor,Afroamericano,NA,1,Chilena-Francesa,No,Lotus Stage,1
2016,La Guacha,Pop,Cumbia,Bolero,4,Chilena,No,Lotus Stage,1
2016,Stone Giant,Hard rock,Blues,NA,4,Estadounidense,No,Lotus Stage,1
2016,Planeta No,Indie pop,Indietrónica,Indie rock,3,Chilena,No,Lotus Stage,1
2017,Metallica,Heavy metal,Trash metal,Speed metal,4,Estadounidense,Sí,VTR Stage,1
2017,Rancid,Punk rock,Ska punk,Pop punk,4,Estadounidense,No,VTR Stage,1
2017,Cage The Elephant,Indie rock,Blues rock,Garage rock,6,Estadounidense,No,VTR Stage,3
2017,Lucybell,Rock alternativo,Shoegaze,Dream pop,3,Chilena,No,VTR Stage,2
2017,La Pozze Latina,Hip hop,Rap rock,Funk,2,Chilena,No,VTR Stage,1
2017,The Strokes,Garage rock rival,Indie rock,Post-punk revival,5,Estadounidense,Sí,VTR Stage,1
2017,Two Door Cinema Club,Indie rock,Indie pop,Dance-punk,3,Británica,No,VTR Stage,2
2017,Jimmy Eat World,Rock alternativo,Power pop,Pop punk,4,Estadounidense,No,VTR Stage,1
2017,Alex Anwandter,Pop,Electropop,Rock alternativo,1,Chilena,No,VTR Stage,2
2017,We Are the Grand,Indie Rock,Rock alternativo,Pop rock,4,Chilena,No,VTR Stage,3
2017,The XX,Indie pop,Dream pop,Indie rock,3,Británica,Sí,Itaú Stage,2
2017,The 1975,Pop rock,Indie pop,Indie rock,4,Británica,No,Itaú Stage,1
2017,Glass Animals,Indie rock,Indie pop,Alternative pop,4,Británica,No,Itaú Stage,1
2017,Weichafe,Rock alternativo,Metal alternativo,Hard rock,3,Chilena,No,Itaú Stage,1
2017,Villa Cariño,Cumbia,NA,NA,9,Chilena,No,Itaú Stage,1
2017,The Weeknd,R&B,Pop,Electropop,1,Canadiense,Sí,Itaú Stage,1
2017,Duran Duran,New romantic,Synth pop,New wave,4,Británica,No,Itaú Stage,1
2017,Catfish and the Bottlemen,Indie rock,Rock alternativo,Post-punk revival,4,Británica,No,Itaú Stage,1
2017,Gondwana,Reggae,Rocksteady,R&B,8,Chilena,No,Itaú Stage,1
2017,Liricistas,Hip hop,Rap,NA,3,Chilena,No,Itaú Stage,1
2017,Prehistöricos,Pop,Indie,NA,2,Chilena,No,Acer Stage,1
2017,Newen Afrobeat,Afrobeat,Funk,NA,13,Chilena,No,Acer Stage,1
2017,Silversun Pickups,Rock alternativo,Indie rock,Shoegaze,4,Estadounidense,No,Acer Stage,1
2017,Bomba Estéreo,Rap alternativo,Reggae,Electro,2,Colombiana,No,Acer Stage,2
2017,Tove Lo,Pop,Electropop,Indie pop,1,Sueca,No,Acer Stage,1
2017,G-Eazy,Rap alternativo,Trap,NA,1,Estadounidense,No,Acer Stage,1
2017,Chicago Toys,Shoegaze,Rock,Dream pop,3,Chilena,No,Acer Stage,1
2017,Tegan & Sara,Indie pop,Indie folk,Pop punk,2,Canadiense,No,Acer Stage,1
2017,Vance Joy,Indie pop,Indie folk,NA,1,Australiana,No,Acer Stage,1
2017,MØ,Indie pop,Electropop,Synth pop,1,Danesa,No,Acer Stage,1
2017,Melanie Martinez,Pop alternativo,Electropop,Pop rock,1,Estadounidense,No,Acer Stage,1
2017,Flume,Electrónica,Downtempo,Experimental,1,Australiana,No,Acer Stage,2
2017,Roman & Castro,House,Deep house,NA,2,Chilena,No,Perry's Stage,1
2017,Alok,Electrónica,House,Deep house,1,Brasileña,No,Perry's Stage,1
2017,DJ Who,Electrónica,Pop,NA,1,Chilena,No,Perry's Stage,2
2017,Don Diablo,Electrónica,Electro house,Future house,1,Neerlandesa,No,Perry's Stage,1
2017,Tchami,Deep house,Future house,Bass house,1,Francesa,No,Perry's Stage,1
2017,Marshmello,Electrónica,Future Bass,Dubstep,1,Estadounidense,No,Perry's Stage,1
2017,Diplo,Electrónica,Hip hop,Pop,1,Estadounidense,No,Perry's Stage,1
2017,Rodrigo Valdes,Blues,Pop,Rock,1,Chilena,No,Perry's Stage,1
2017,Vives & Forero,Electrónica,Bass,House,2,Chilena,No,Perry's Stage,1
2017,Borgore,Dubstep,Electrónica,Step metal,1,Israelí,No,Perry's Stage,1
2017,GRiZ,Electro soul,Funk,Electrónica,1,Estadounidense,No,Perry's Stage,1
2017,Nervo,Electrónica,Electro house,Deep house,2,Australiana,No,Perry's Stage,1
2017,Oliver Heldens,Future house,Bass house,Deep house,1,Neerlandesa,No,Perry's Stage,1
