edicion lolla;artista;minuto;pantalla principal;juego de luces;vestimenta;baile;instrumental en vivo;interaccion publico;escenografia;link presentacion
2011;The Killers;0;vacia;Estáticas;formal;Sin baile;Sí;No;Sí;https://youtu.be/X7MNEzCA3M4?si=MsjtA6l0OeTPlvD7
2011;The Killers;1;streaming;Estáticas;formal;Sin baile;Sí;No;Sí;https://youtu.be/X7MNEzCA3M4?si=5SC5igZt1i9N8oj_
2011;The Killers;2;streaming;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/FPNwqLGlTmA?si=frK5RZhUU9ufq-pj
2011;The Killers;4;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/FPNwqLGlTmA?si=frK5RZhUU9ufq-pj
2011;The Killers;8;streaming;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/FPNwqLGlTmA?si=frK5RZhUU9ufq-pj
2011;The Killers;2;streaming;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/SY983dBD-mU?si=7BmqSQVtb9PBlzX-
2011;The Killers;4;streaming;Estáticas;formal;Sin baile;Sí;No;Sí;https://youtu.be/SY983dBD-mU?si=7BmqSQVtb9PBlzX-
2011;Jane's Addiction;0;NA;NA;NA;NA;NA;NA;NA;NA
2011;Kanye West;1;vacia;Estáticas;casual;Expresión corporal;No;No;No;https://youtu.be/Hc1FxZ8H2AA?si=mNfVgREXoGFMvYpr
2011;Kanye West;2;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/Hc1FxZ8H2AA?si=mNfVgREXoGFMvYpr
2011;Kanye West;5;vacia;Apagadas;casual;Sin baile;No;No;No;https://youtu.be/Hc1FxZ8H2AA?si=mNfVgREXoGFMvYpr
2011;Kanye West;5;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/Hc1FxZ8H2AA?si=mNfVgREXoGFMvYpr
2011;Kanye West;7;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/Hc1FxZ8H2AA?si=mNfVgREXoGFMvYpr
2011;Kanye West;9;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/Hc1FxZ8H2AA?si=mNfVgREXoGFMvYpr
2011;Kanye West;0;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/JmPfZxq6LLg?si=pbgWV-xL97qdmTdW
2011;Kanye West;1;vacia;Estáticas;casual;Expresión corporal;No;No ;No;https://youtu.be/JmPfZxq6LLg?si=pbgWV-xL97qdmTdW
2011;Kanye West;2;vacia;Estáticas;casual;Expresión corporal;No;Sí;No;https://youtu.be/JmPfZxq6LLg?si=pbgWV-xL97qdmTdW
2012;Björk ;0;visuales;Apagadas;vacia;Sin baile;No;No;No;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ1
2012;Björk ;0;visuales;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ2
2012;Björk ;5;visuales;Intermitentes;casual;Expresión corporal;Sí;No;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ3
2012;Björk ;31;vacia;Intermitentes;casual;Expresión corporal;Sí;No;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ4
2012;Björk ;35;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ5
2012;Björk ;41;visuales;Estáticas;casual;Expresión corporal;Sí;No;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ6
2012;Björk ;46;vacia;Estáticas;casual;Sin baile;No;Sí;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ7
2012;Björk ;48;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ8
2012;Björk ;73;visuales;Intermitentes;casual;Expresión corporal;Sí;No;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ9
2012;Björk ;75;vacia;Intermitentes;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ10
2012;Björk ;78;visuales;Intermitentes;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/Mj_6Go7EKIA?si=cKLk6Dx2lSsPcuZ11
2012;Foo Fighters ;6;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh89
2012;Foo Fighters ;10;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh90
2012;Foo Fighters ;12;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh91
2012;Foo Fighters ;75;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh92
2012;Foo Fighters ;85;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh93
2012;Foo Fighters ;88;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh94
2012;Foo Fighters ;90;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh95
2012;Foo Fighters ;91;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh96
2012;Foo Fighters ;92;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh97
2012;Foo Fighters ;94;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh98
2012;Foo Fighters ;149;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh99
2012;Foo Fighters ;150;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh100
2012;Foo Fighters ;160;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/-Ops9bQfsq0?si=_cdQ1OV0Fhfkhh101
2012;Arctic Monkeys;0;NA;NA;NA;NA;NA;NA;NA;NA
2013;Pearl Jam;0;vacia;Estáticas;vacia;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt5
2013;Pearl Jam;2;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt6
2013;Pearl Jam;5;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt7
2013;Pearl Jam;56;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt8
2013;Pearl Jam;61;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt9
2013;Pearl Jam;64;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt10
2013;Pearl Jam;69;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt11
2013;Pearl Jam;71;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt12
2013;Pearl Jam;74;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt13
2013;Pearl Jam;123;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt14
2013;Pearl Jam;129;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt15
2013;Pearl Jam;132;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/kG6vx6AsNvw?si=EG7k055ImdCQErt16
2013;Queens Of The Stone Age;0;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;7;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;27;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;30;logo;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;38;logo;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;42;vacia;Apagadas;casual;Sin baile;Sí;No;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;64;logo;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;68;logo;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;Queens Of The Stone Age;74;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_5WqI6o73UY?si=v83lS5sPLwY9Ym5d
2013;The Black Keys ;0;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX54
2013;The Black Keys ;2;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX55
2013;The Black Keys ;10;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX56
2013;The Black Keys ;33;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX57
2013;The Black Keys ;36;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX58
2013;The Black Keys ;100;vacia;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX59
2013;The Black Keys ;70;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX60
2013;The Black Keys ;73;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX61
2013;The Black Keys ;81;logo;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/hxi99WT8BpA?si=2TjSsaliW-8nLX62
2013;deadmau5;0;NA;NA;NA;NA;NA;NA;NA;NA
2014;Nine Inch Nails;1;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;3;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;9;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;38;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;41;vacia;Estáticas;casual;Sin baile;Sí;No ;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;49;vacia;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;86;vacia;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;89;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Nine Inch Nails;90;vacia;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/fF4iJWma0sc?si=YDqkv2D-CrK-GVzO
2014;Red Hot Chili Peppers;1;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;5;vacia;Apagadas;casual;Sin baile;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;6;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;9;visuales;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;35;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;37;vacia;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;45;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;48;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;51;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;79;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;84;streaming;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Red Hot Chili Peppers;88;streaming;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/NVo5e9UyofI?si=JKA9Gm-2a0b2cK0n
2014;Arcade Fire;0;NA;NA;NA;NA;NA;NA;NA;NA
2014;Soundgarden;1;visuales;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;4;vacia;Intermitentes;formal;Expresión corporal;Sí;No;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;6;vacia;Estáticas;formal;Sin baile;Sí;Sí;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;8;vacia;Intermitentes;formal;Sin baile;Sí;Sí;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;55;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;60;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;62;vacia;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;68;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;113;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;115;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2014;Soundgarden;117;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/2oXAlKTr_Qw?si=adNBpxbFQgiYmw9q
2015;The Smashing Pumpkins;0;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;7;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;33;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;41;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;43;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;43;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;70;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;71;vacia;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;The Smashing Pumpkins;76;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/7KPxfDF7mT0?si=iomt9LVHot5LPvCZ
2015;Jack White;0;vacia;Intermitentes;formal;Sin baile;Sí;Sí;No;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud7
2015;Jack White;3;vacia;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud8
2015;Jack White;6;vacia;Intermitentes;formal;Expresión corporal;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud9
2015;Jack White;8;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud10
2015;Jack White;42;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud11
2015;Jack White;45;vacia;Intermitentes;formal;Sin baile;Sí;Sí;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud12
2015;Jack White;47;vacia;Intermitentes;formal;Expresión corporal;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud13
2015;Jack White;52;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud14
2015;Jack White;57;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud15
2015;Jack White;59;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud16
2015;Jack White;93;vacia;Intermitentes;formal;Sin baile;Sí;Sí;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud17
2015;Jack White;96;vacia;Intermitentes;formal;Sin baile;Sí;Sí;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud18
2015;Jack White;101;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/7Hk1ZzAIGZA?si=knI_bK4_aX3w1ud19
2015;Foster the People;0;logo;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;2;logo;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;3;visuales;Apagadas;casual;Expresión corporal;Sí;No;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;6;visuales;Apagadas;casual;Expresión corporal;Sí;No;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;7;vacia;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;26;logo;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;27;logo;Apagadas;casual;Expresión corporal;Sí;No;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;30;visuales;Apagadas;casual;Expresión corporal;Sí;No;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;38;visuales;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;67;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;68;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Foster the People;71;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Ft48KO2F7R8?si=HcDZQDPLtJYzHsZP
2015;Skrillex;0;logo;Intermitentes;casual;Expresión corporal;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;1;visuales;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;2;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;5;streaming;Intermitentes;casual;Expresión corporal;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;36;visuales;Intermitentes;casual;Expresión corporal;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;40;visuales;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;44;visuales;Intermitentes;casual;Expresión corporal;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;46;visuales;Intermitentes;casual;Expresión corporal;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;48;visuales;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;80;streaming;Estáticas;casual;Expresión corporal;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;82;visuales;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Skrillex;84;streaming;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/saJ_DRh_t40?si=Fjeisrt6WY7cPsEJ
2015;Robert Plant;1;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;4;logo;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;6;logo;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;9;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;27;logo;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;31;logo;Intermitentes;casual;Coreografía;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;38;logo;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;42;logo;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;65;logo;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Robert Plant;70;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/YzXWmQKoyIk?si=pCuVxUs1cp5EqyIr
2015;Kings of Leon;1;visuales;Estáticas;casual;Expresión corporal;Sí;NA;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;5;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;9;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;36;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;39;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;45;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;52;vacia;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;80;streaming;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Kings of Leon;86;logo;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/30XV90gb6Hw?si=bbumZOaf4xxxxobr
2015;Calvin Harris;0;NA;NA;NA;NA;NA;NA;NA;NA
2016;Eminem;0;NA;NA;NA;NA;NA;NA;NA;NA
2016;Florence and the Machine;2;vacia;Estáticas;casual;Sin baile;No;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;4;vacia;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;7;vacia;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
