edicion lolla;artista;minuto;pantalla principal;juego de luces;vestimenta;baile;instrumental en vivo;interaccion publico;escenografia;link presentacion
2024;Arcade Fire;1;vacia;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;5;vacia;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;9;visuales;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;37;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;45;visuales;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;49;visuales;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;51;visuales;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;80;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;85;vacia;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Arcade Fire;91;visuales;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/ntamgY2TVW0?si=z70QuZsmnfO3v8hf
2024;Sam Smith;1;vacia;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;3;vacia;Estáticas;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;5;vacia;Intermitentes;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;33;vacia;Intermitentes;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;40;vacia;Intermitentes;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;46;vacia;Intermitentes;NA;Coreografía;Sí;No;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;48;vacia;Intermitentes;casual;Coreografía;Sí;No;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;50;vacia;Estáticas;casual;Coreografía;Sí;Sí;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;74;vacia;Intermitentes;NA;Coreografía;Sí;No;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;78;vacia;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/1gkV74PpF9Q
2024;Sam Smith;78;vacia;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/1gkV74PpF9Q
2025;Olivia Rodrigo;1;vacia;Intermitentes;teatral;Expresión corporal;Sí;No;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;2;vacia;Intermitentes;teatral;Expresión corporal;Sí;No;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;8;visuales;Estáticas;teatral;Sin baile;Sí;Sí;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;24;streaming;Intermitentes;teatral;Coreografía;Sí;No;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;28;streaming;Intermitentes;teatral;Coreografía;Sí;No;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;30;streaming;Estáticas;teatral;Coreografía;Sí;No;Sí;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;33;vacia;Estáticas;teatral;Sin baile;Sí;Sí;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;40;streaming;Intermitentes;teatral;Sin baile;Sí;Sí;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;59;visuales;Estáticas;teatral;Sin baile;Sí;Sí;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;63;streaming;Estáticas;teatral;Sin baile;Sí;Sí;No;https://youtu.be/o7gn5D9f1ME
2025;Olivia Rodrigo;65;streaming;Intermitentes;teatral;Coreografía;Sí;No;No;https://youtu.be/o7gn5D9f1ME
2025;Justin Timberlake;2;streaming;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;4;streaming;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;8;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;11;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;15;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;16;streaming;Intermitentes;casual;Coreografía;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;20;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;21;streaming;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;22;visuales;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;25;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;26;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/lmIJPjX0E2I
2025;Justin Timberlake;29;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/lmIJPjX0E2I
2025;Tool;3;visuales;Estáticas;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;7;visuales;Estáticas;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;8;visuales;Intermitentes;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;42;visuales;Intermitentes;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;48;visuales;Estáticas;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;55;visuales;Estáticas;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;96;visuales;Estáticas;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;100;visuales;Estáticas;vacia;Sin baile;Sí;No;No;https://youtu.be/rFuX08vV_qw
2025;Tool;102;visuales;Estáticas;vacia;Sin baile;Sí;Sí;No;https://youtu.be/rFuX08vV_qw
2025;Rüfüs Du Sol;2;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;5;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;9;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;36;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;38;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;42;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;66;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;70;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Rüfüs Du Sol;73;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/kEL3lWy6CNc?si=oLtaBDTrEqYqmmYI 
2025;Alanis Morissette;0;NA;NA;NA;NA;NA;NA;NA;NA
2025;Shawn Mendes;0;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/KtDaQjtMwD4
2025;Shawn Mendes;1;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/KtDaQjtMwD5
2025;Shawn Mendes;7;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/KtDaQjtMwD6
2025;Shawn Mendes;10;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/KtDaQjtMwD7
2025;Shawn Mendes;14;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/KtDaQjtMwD8
2025;Shawn Mendes;0;visuales;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/Wxc9pcH5viY
2025;Shawn Mendes;1;logo;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/Wxc9pcH5viY
2025;Shawn Mendes;0;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/vWDaywNnoqQ
2025;Shawn Mendes;4;vacia;Intermitentes;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/vWDaywNnoqQ
2025;Shawn Mendes;5;vacia;Intermitentes;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/vWDaywNnoqQ
2026;Doechii;2;vacia;Apagadas;NA;Sin baile;No;No;No;https://youtu.be/gEGf22cS2x8
2026;Doechii;3;vacia;Intermitentes;teatral;Coreografía;No;No;Sí;https://youtu.be/gEGf22cS2x9
2026;Doechii;9;vacia;Intermitentes;teatral;Coreografía;No;Sí;Sí;https://youtu.be/gEGf22cS2x10
2026;Doechii;16;vacia;Estáticas;teatral;Sin baile;No;Sí;Sí;https://youtu.be/gEGf22cS2x11
2026;Doechii;19;vacia;Intermitentes;teatral;Coreografía;No;No;Sí;https://youtu.be/gEGf22cS2x12
2026;Doechii;23;vacia;Intermitentes;teatral;Expresión corporal;No;No;Sí;https://youtu.be/gEGf22cS2x13
2026;Doechii;33;vacia;Intermitentes;teatral;Sin baile;No;No;Sí;https://youtu.be/gEGf22cS2x14
2026;Doechii;41;vacia;Intermitentes;teatral;Coreografía;No;No;Sí;https://youtu.be/gEGf22cS2x15
2026;Doechii;43;vacia;Estáticas;teatral;Coreografía;No;Sí;Sí;https://youtu.be/gEGf22cS2x16
2026;Doechii;47;vacia;Estáticas;teatral;Coreografía;No;No;Sí;https://youtu.be/gEGf22cS2x17
2026;Sabrina Carpenter;0;visuales;Estáticas;NA;Sin baile;No;No;NA;https://youtu.be/KQCM2FnpFG0
2026;Sabrina Carpenter;1;visuales;Estáticas;teatral;Coreografía;Sí;No;Sí;https://youtu.be/KQCM2FnpFG1
2026;Sabrina Carpenter;10;visuales;Intermitentes;teatral;Coreografía;Sí;Sí;Sí;https://youtu.be/KQCM2FnpFG2
2026;Sabrina Carpenter;37;visuales;Intermitentes;teatral;Coreografía;Sí;No;Sí;https://youtu.be/KQCM2FnpFG3
2026;Sabrina Carpenter;40;visuales;Estáticas;teatral;Coreografía;Sí;No;Sí;https://youtu.be/KQCM2FnpFG4
2026;Sabrina Carpenter;46;visuales;Intermitentes;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/KQCM2FnpFG5
2026;Sabrina Carpenter;51;visuales;Intermitentes;teatral;Coreografía;Sí;No;Sí;https://youtu.be/KQCM2FnpFG6
2026;Sabrina Carpenter;54;streaming;Estáticas;teatral;Sin baile;No;Sí;Sí;https://youtu.be/KQCM2FnpFG7
2026;Sabrina Carpenter;65;visuales;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/KQCM2FnpFG8
2026;Sabrina Carpenter;68;visuales;Intermitentes;teatral;Sin baile;No;No;Sí;https://youtu.be/KQCM2FnpFG9
2026;Sabrina Carpenter;68;streaming;Estáticas;teatral;Coreografía;Sí;Sí;Sí;https://youtu.be/KQCM2FnpFG10
2026;Turnstile;2;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v2
2026;Turnstile;5;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v3
2026;Turnstile;7;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v4
2026;Turnstile;15;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v5
2026;Turnstile;19;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v6
2026;Turnstile;30;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v7
2026;Turnstile;34;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v8
2026;Turnstile;49;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v9
2026;Turnstile;51;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gyNUUhItN3E?si=I8TQYAFCLv_-T6v10
2026;Tyler, The Creator;0;streaming;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;2;streaming;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;5;visuales;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;29;streaming;Intermitentes;casual;NA;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;33;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;40;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;47;streaming;Estáticas;casual;Sin baile;No;No;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;68;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;75;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Tyler, The Creator;76;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/SrjvRJkTwUI
2026;Lewis Capaldi;0;visuales;Estáticas;NA;Sin baile;Sí;No;NA;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;1;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;7;streaming;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;17;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;20;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;29;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;30;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;49;streaming;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;52;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gjXW8UkHvUI
2026;Lewis Capaldi;56;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gjXW8UkHvUI
2026;Chappel Roan;1;visuales;Intermitentes;NA;Sin baile;No;No;NA;https://youtu.be/91BcyH3U918
2026;Chappel Roan;1;visuales;Intermitentes;NA;Sin baile;Sí;No;NA;https://youtu.be/91BcyH3U919
2026;Chappel Roan;4;visuales;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/91BcyH3U920
2026;Chappel Roan;31;visuales;Estáticas;teatral;Coreografía;Sí;Sí;Sí;https://youtu.be/91BcyH3U921
2026;Chappel Roan;37;visuales;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/91BcyH3U922
2026;Chappel Roan;43;visuales;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/91BcyH3U923
2026;Chappel Roan;46;visuales;Estáticas;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/91BcyH3U924
2026;Chappel Roan;0,6;streaming;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/91BcyH3U925
2026;Chappel Roan;17,6;visuales;Intermitentes;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/91BcyH3U926
2026;Chappel Roan;18,6;visuales;Intermitentes;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/91BcyH3U927
2026;Deftones;0;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;2;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;9;vacia;Apagadas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;30;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;38;visuales;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;43;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;47;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;65;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_whN5ExhnlE
2026;Deftones;69;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/_whN5ExhnlE
2026;Lorde;2;visuales;Estáticas;teatral;Sin baile;Sí;No;No;https://youtu.be/KoDFBeyeHYM
2026;Lorde;4;streaming;Intermitentes;teatral;Sin baile;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;7;streaming;Estáticas;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;20;streaming;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;23;streaming;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;25;streaming;Estáticas;teatral;Coreografía;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;28;streaming;Estáticas;teatral;Sin baile;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;31;streaming;Estáticas;teatral;Expresión corporal;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;36;streaming;Estáticas;teatral;Sin baile;Sí;Sí;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;67;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;68;vacia;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/KoDFBeyeHYM
2026;Lorde;71;streaming;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/KoDFBeyeHYM
2026;Los Bunkers;2;vacia;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;4;visuales;Estáticas;formal;Sin baile;Sí;Sí;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;6;visuales;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;35;streaming;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;38;vacia;Estáticas;formal;Sin baile;Sí;Sí;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;39;visuales;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;44;visuales;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;49;visuales;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;50;visuales;Estáticas;formal;Sin baile;Sí;Sí;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;79;NA;Intermitentes;formal;Sin baile;Sí;Sí;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;84;logo;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/rISFvwrcT_Y
2026;Los Bunkers;89;logo;Estáticas;formal;Sin baile;Sí;Sí;No;https://youtu.be/rISFvwrcT_Y
2026;Skrillex;1;vacia;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;2;vacia;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;6;logo;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;34;logo;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;37;logo;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;38;logo;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;40;logo;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;44;logo;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;51;logo;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;81;logo;Intermitentes;casual;Sin baile;No;No;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;82;logo;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/oGS0A_R9tag
2026;Skrillex;87;logo;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/oGS0A_R9tag
